"scientific_name","TipLabel","English","Order","status","migration","gen_length","range","tp","tl","habitat1","colony","ps","min_dist","colour_elab","colour_div","ED_score","mean_mass","logMass","logRange","citations","source"
"Aratinga aurea","Aratinga_aurea","Peach-fronted Parakeet","PSITTACIFORMES","LC","Not a Migrant",7,5764683.35289035,"Diurnal","Herbivore","Grassland","Not colonial",-0.04029781,0,53.28282151,118,3.578533,84.65,1.92762696244495,6.76077545701333,1,1
"Aratinga auricapillus","Aratinga_auricapillus","Golden-capped Parakeet","PSITTACIFORMES","NT","Not a Migrant",7,65231.7799173,"Diurnal","Omnivore","Forest","Not colonial",-0.254519398,32.77571715,45.81074912,96.5,2.348171,130,2.11394335230684,4.81445922886306,0,0
"Aratinga brevipes","Aratinga_brevipes","Socorro Parakeet","PSITTACIFORMES","LC","Not a Migrant",7,274569.283628373,"Diurnal","Omnivore","Forest","Not colonial",-0.134320695,0,44.39607124,79.5,3.493673,177,2.24797326636181,5.43865195061067,0,0
"Aratinga cactorum","Aratinga_cactorum","Cactus Parakeet","PSITTACIFORMES","LC","Not a Migrant",7,1195220.25784862,"Diurnal","Herbivore","Forest","Not colonial",-0.254519398,100.2282626,45.53407591,118,3.414376,NA,NA,6.07744794541285,0,0
"Aratinga canicularis","Aratinga_canicularis","Orange-fronted Parakeet","PSITTACIFORMES","LC","Nomadic",7,269541.99944,"Diurnal","Omnivore","Artificial/Terrestrial","Not colonial",-0.085226889,0,50.7045674,102,3.507016,85,1.92941892571429,5.43062644560399,5,2
"Aratinga chloroptera","Aratinga_chloroptera","Hispaniolan Parakeet","PSITTACIFORMES","VU","Not a Migrant",7,13483.6263503936,"Diurnal","Herbivore","Forest","Not colonial",-0.049510317,12.14665345,47.92095549,72,3.583145,146,2.16435285578444,4.12980670912551,0,0
"Aratinga erythrogenys","Aratinga_erythrogenys","Red-masked Parakeet","PSITTACIFORMES","NT","Full Migrant",7,106450.927598349,"Diurnal","Herbivore","Forest","Not colonial",-0.181779686,54.12368828,49.0900238,91,3.409696,151,2.17897694729317,5.02714945017161,0,0
"Aratinga euops","Aratinga_euops","Cuban Parakeet","PSITTACIFORMES","VU","Not a Migrant",7,18723.3572450685,"Diurnal","Herbivore","Forest","Not colonial",0.277450993,44.96926956,48.0515124,85,3.613481,NA,NA,4.27238372379746,3,3
"Aratinga finschi","Aratinga_finschi","Crimson-fronted Parakeet","PSITTACIFORMES","LC","Full Migrant",7,92560.019844891,"Diurnal","Omnivore","Forest","Not colonial",-0.049231565,172.8857895,50.81175168,88,3.439656,150,2.17609125905568,4.96642343905655,2,1
"Aratinga holochlora","Aratinga_holochlora","Green Parakeet","PSITTACIFORMES","LC","Not a Migrant",7,274569.283628373,"Diurnal","Omnivore","Forest","Not colonial",-0.134320695,0,44.39607124,79.5,3.525856,138,2.13987908640124,5.43865195061067,0,0
"Aratinga jandaya","Aratinga_jandaya","Jandaya Parakeet","PSITTACIFORMES","LC","Not a Migrant",7,1514384.77737548,"Diurnal","Herbivore","Forest","Not colonial",-0.254519398,0,44.58389776,84,2.231964,89.4,1.95133751879592,6.18023623544131,0,0
"Aratinga leucophthalma","Aratinga_leucophthalma","White-eyed Parakeet","PSITTACIFORMES","LC","Not a Migrant",7,8731055.83217991,"Diurnal","Herbivore","Forest","Not colonial",-0.02338771,0,46.9377866,78,5.544547,158,2.19865708695442,6.94106676539664,6,2
"Aratinga mitrata","Aratinga_mitrata","Mitred Parakeet","PSITTACIFORMES","LC","Full Migrant",7,251118.105501417,"Diurnal","Omnivore","Forest","Not colonial",-0.081722133,0,46.74896202,88,3.423579,249,2.39619934709574,5.39987802627679,0,0
"Aratinga nana","Aratinga_nana","Olive-throated Parakeet","PSITTACIFORMES","NT","Not a Migrant",7,11021.7930045155,"Diurnal","Herbivore","Forest","Not colonial",0.091029874,0.318649486,45.42355341,85.5,3.344601,76.9,1.88592633980143,4.0422522504709,5,4
"Aratinga pertinax","Aratinga_pertinax","Brown-throated Parakeet","PSITTACIFORMES","LC","Full Migrant",7,1467394.73162557,"Diurnal","Herbivore","Shrubland","Not colonial",-0.063117667,0,44.50268461,116.1666667,3.590185,84,1.92427928606188,6.16654695549789,0,0
"Aratinga rubritorquis","Aratinga_rubritorquis","Red-throated Parakeet","PSITTACIFORMES","LC","Nomadic",7,108831.637744637,"Diurnal","Herbivore","Forest","Not colonial",-0.156826839,41.21268428,NA,NA,3.475287,212,2.32633586092875,5.03675516466891,0,0
"Aratinga solstitialis","Aratinga_solstitialis","Sun Parakeet","PSITTACIFORMES","EN","Nomadic",7,96377.1673780474,"Diurnal","Herbivore","Forest","Not colonial",-0.147982012,685.7907054,49.27934711,100,2.233588,120.5,2.08098704691089,4.98397415780082,2,2
"Aratinga wagleri","Aratinga_wagleri","Scarlet-fronted Parakeet","PSITTACIFORMES","NT","Full Migrant",7,202636.941521503,"Diurnal","Herbivore","Forest","Not colonial",-0.633613869,0,45.66529204,80,3.531173,194,2.28780172993023,5.30671862185573,0,0
"Aratinga weddellii","Aratinga_weddellii","Dusky-headed Parakeet","PSITTACIFORMES","LC","Not a Migrant",7,2260164.46375654,"Diurnal","Herbivore","Forest","Not colonial",-0.072861903,51.65979657,48.17414137,85,5.141381,108,2.03342375548695,6.3541400422904,1,1
"Arborophila ardens","Arborophila_ardens","Hainan Partridge","GALLIFORMES","VU","Not a Migrant",5.4,13199.5774338518,"Diurnal","Omnivore","Forest","Not colonial",-0.393869028,6.704369465,26.50260509,72,4.685011,268.5,2.42894429003557,4.12056002809343,3,1
"Arborophila atrogularis","Arborophila_atrogularis","White-cheeked Partridge","GALLIFORMES","NT","Not a Migrant",5.4,300915.440850882,"Diurnal","Omnivore","Artificial/Terrestrial","Not colonial",-0.2256453,129.0725219,26.20827181,64,4.684065,238,2.37657695705651,5.47844447323121,0,0
"Arborophila brunneopectus","Arborophila_brunneopectus","Bar-backed Partridge","GALLIFORMES","LC","Not a Migrant",5.4,486277.429632807,"Diurnal","Omnivore","Forest","Not colonial",-0.057131316,0,28.83335082,56,4.462063,292.5,2.4661258704182,5.68688411243594,0,0
"Arborophila cambodiana","Arborophila_cambodiana","Chestnut-headed Partridge","GALLIFORMES","LC","Not a Migrant",5.4,17927.2278716492,"Diurnal","Omnivore","Forest","Not colonial",-0.340339269,74.9224904,30.86472598,58,4.79174,287.5,2.45863784902565,4.25351313880237,0,0
"Arborophila campbelli","Arborophila_campbelli","Malaysian Partridge","GALLIFORMES","LC","Not a Migrant",5.4,17082.5381964752,"Diurnal","Omnivore","Forest","Not colonial",0.179848573,32.23597768,26.19698413,55,4.65014,271,2.43296929087441,4.23255240047623,0,0
"Arborophila charltonii","Arborophila_charltonii","Chestnut-necklaced Partridge","GALLIFORMES","VU","Not a Migrant",5.4,111853.939036215,"Diurnal","Omnivore","Forest","Not colonial",-0.115270711,6.068746355,24.86315835,59,4.745064,270,2.43136376415899,5.04865128276944,1,1
"Arborophila chloropus","Arborophila_chloropus","Scaly-breasted Partridge","GALLIFORMES","LC","Not a Migrant",5.4,707862.171038271,"Diurnal","Omnivore","Forest","Not colonial",-0.082374981,0,21.75684116,53,4.747588,270,2.43136376415899,5.84994870375657,2,1
"Arborophila crudigularis","Arborophila_crudigularis","Taiwan Partridge","GALLIFORMES","LC","Not a Migrant",5.4,22767.8902723717,"Diurnal","Herbivore","Forest","Not colonial",0.702655,16.82881786,25.971234325,62,4.740426,261.5,2.41747169320329,4.35732278970532,2,2
"Arborophila davidi","Arborophila_davidi","Orange-necked Partridge","GALLIFORMES","NT","Not a Migrant",5.4,4465.39177959628,"Diurnal","Omnivore","Forest","Not colonial",0.037469553,45.12750365,28.63266726,57,4.762541,241,2.38201704257487,3.64985956854426,2,2
"Arborophila gingica","Arborophila_gingica","White-necklaced Partridge","GALLIFORMES","NT","Not a Migrant",5.4,396411.166858858,"Diurnal","Omnivore","Forest","Not colonial",-0.393869028,6.967587074,26.982956635,68,4.244894,253,2.40312052117582,5.59814588001322,1,1
"Arborophila hyperythra","Arborophila_hyperythra","Red-breasted Partridge","GALLIFORMES","LC","Not a Migrant",5.4,161019.690265065,"Diurnal","Omnivore","Forest","Not colonial",-0.36319054,51.31351536,30.51936817,59.5,4.78086,270,2.43136376415899,5.20687898690509,0,0
"Arborophila javanica","Arborophila_javanica","Chestnut-bellied Partridge","GALLIFORMES","LC","Not a Migrant",5.4,36961.9932386166,"Diurnal","Omnivore","Forest","Not colonial",-1.04490994,42.38642122,28.25253263,69,5.46405,272,2.4345689040342,4.56775538325129,0,0
"Arborophila mandellii","Arborophila_mandellii","Chestnut-breasted Partridge","GALLIFORMES","VU","Not a Migrant",5.4,66964.5095860176,"Diurnal","Omnivore","Forest","Not colonial",-0.082419597,439.2474826,24.46842066,66,4.554897,268,2.42813479402879,4.82584469263121,0,0
"Arborophila orientalis","Arborophila_orientalis","White-faced Partridge","GALLIFORMES","VU","Not a Migrant",5.4,10707.9841944167,"Diurnal","Omnivore","Forest","Not colonial",-1.04490994,33.92347428,23.83376183,59,4.701031,336,2.52633927738984,4.02970772147243,0,0
"Arborophila rolli","Arborophila_rolli","Roll's Partridge","GALLIFORMES","LC","Not a Migrant",5.4,39752.6759014288,"Diurnal","Omnivore","Forest","Not colonial",-1.04490994,45.29839598,28.760974,62,4.663795,NA,NA,4.59936636796381,0,0
"Arborophila rubrirostris","Arborophila_rubrirostris","Red-billed Partridge","GALLIFORMES","LC","Not a Migrant",5.4,69473.3917061769,"Diurnal","Omnivore","Forest","Not colonial",-1.04490994,52.95156769,29.76699357,57,4.777092,226,2.3541084391474,4.84181850174351,0,0
"Arborophila rufipectus","Arborophila_rufipectus","Sichuan Partridge","GALLIFORMES","EN","Not a Migrant",5.4,7707.42329598147,"Diurnal","Carnivore","Forest","Not colonial",-0.393869028,118.7332201,19.37523268,48,4.156615,402.5,2.60476588470389,3.88690921133591,1,1
"Arborophila rufogularis","Arborophila_rufogularis","Rufous-throated Partridge","GALLIFORMES","LC","Not a Migrant",5.4,1245471.04692069,"Diurnal","Omnivore","Forest","Not colonial",-0.084862631,0,26.02810638,67.33333333,4.227741,350.5,2.54468802230268,6.09533363608069,0,0
"Arborophila sumatrana","Arborophila_sumatrana","Grey-breasted Partridge","GALLIFORMES","LC","Not a Migrant",5.4,39867.0205824743,"Diurnal","Omnivore","Forest","Not colonial",-1.04490994,210.8601438,NA,NA,4.874536,NA,NA,4.60061378035915,0,0
"Arborophila torqueola","Arborophila_torqueola","Hill Partridge","GALLIFORMES","LC","Not a Migrant",5.4,721373.258727637,"Diurnal","Herbivore","Forest","Not colonial",-0.107504976,103.2995693,23.17628643,59.66666667,4.151639,350.5,2.54468802230268,5.85816003900497,1,1
"Archboldia papuensis","Archboldia_papuensis","Archbold's Bowerbird","PASSERIFORMES","NT","Not a Migrant",9.2,64609.4656090944,"Diurnal","Herbivore","Forest","Not colonial",-0.495904797,381.6080025,25.2236876,37,13.084079,177.666666666667,2.24960595430691,4.81029614896493,2,2
"Archilochus alexandri","Archilochus_alexandri","Black-chinned Hummingbird","APODIFORMES","LC","Full Migrant",5.3,2371676.77036825,"Diurnal","Herbivore","Forest","Not colonial",0.025927098,0,31.250973,48,3.828563,3.4,0.531478917042255,6.37505549986473,7,6
"Archilochus colubris","Archilochus_colubris","Ruby-throated Hummingbird","APODIFORMES","LC","Full Migrant",5.3,4936987.57134155,"Diurnal","Herbivore","Forest","Not colonial",0.021560011,0,29.53687139,85,3.828563,3.1,0.491361693834273,6.69346203390283,7,3
"Ardea cinerea","Ardea_cinerea","Grey Heron","PELECANIFORMES","LC","Full Migrant",10.3,46409474.278706,"Diurnal","Carnivore","Artificial/Aquatic & Marine","Colonial",-0.003639067,0,23.68859126,51,6.377957,1443,3.15926633109349,7.66660664880795,15,7
"Ardea cocoi","Ardea_cocoi","Cocoi Heron","PELECANIFORMES","LC","Full Migrant",10.5,14741921.4455918,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.019129828,0,22.39552053,59,6.481901,1937.66666666667,3.28727906823673,7.16855409267047,2,2
"Ardea goliath","Ardea_goliath","Goliath Heron","PELECANIFORMES","LC","Full Migrant",10.5,17831150.1762443,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.021743382,0,22.01298179,36,8.821291,4468,3.65011316444357,7.25117935770623,33,10
"Ardea herodias","Ardea_herodias","Great Blue Heron","PELECANIFORMES","LC","Full Migrant",10.9,12215957.1292861,"Diurnal","Carnivore","Wetlands (inland)","Colonial",0.01074009,0,27.16012052,46,6.409021,2543.75,3.4054744265693,7.08692749993678,23,12
"Ardea humbloti","Ardea_humbloti","Madagascar Heron","PELECANIFORMES","EN","Not a Migrant",10.5,61194.9839335639,"Diurnal","Carnivore","Marine Coastal/Supratidal","Colonial",-0.1926763,811.3327713,25.21634003,29,8.457613,NA,NA,4.78671582509893,4,1
"Ardea insignis","Ardea_insignis","White-bellied Heron","PELECANIFORMES","CR","Not a Migrant",10.5,56144.1774981182,"Diurnal","Carnivore","Forest","Colonial",-0.096420194,310.6641907,25.40170956,29,8.402338,NA,NA,4.74930472388236,4,4
"Ardea melanocephala","Ardea_melanocephala","Black-headed Heron","PELECANIFORMES","LC","Full Migrant",10.5,19064382.4724957,"Diurnal","Carnivore","Savanna","Colonial",-0.02241938,0,25.84161423,35,8.561675,1060,3.02530586526477,7.28022274230672,6,4
"Ardea pacifica","Ardea_pacifica","White-necked Heron","PELECANIFORMES","LC","Nomadic",10.5,6790846.90877808,"Diurnal","Omnivore","Grassland","Colonial",0.14473982,0,29.64871632,32,10.111485,881,2.94497590841205,6.8319239399466,0,0
"Ardea picata","Ardea_picata","Pied Heron","PELECANIFORMES","LC","Full Migrant",10.5,133124.107243369,"Diurnal","Carnivore","Marine Coastal/Supratidal","Colonial",0.068450511,0,34.9623897,48,8.557335,259,2.41329976408125,5.12425670832776,3,3
"Ardea purpurea","Ardea_purpurea","Purple Heron","PELECANIFORMES","LC","Full Migrant",10.5,34919063.0849081,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.006920404,0,18.32178102,48.25,8.7692,969.625,2.98660380445224,7.54306258261334,67,12
"Ardea sumatrana","Ardea_sumatrana","Great-billed Heron","PELECANIFORMES","LC","Not a Migrant",10.5,1764495.21183057,"Diurnal","Carnivore","Marine Neritic","Not colonial",-0.022349224,0,23.05117184,32,8.637002,2024,3.30621050816776,6.24662048418741,7,5
"Ardeola bacchus","Ardeola_bacchus","Chinese Pond-heron","PELECANIFORMES","LC","Full Migrant",6.7,5456887.98601793,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.016333008,0,32.67880328,50.5,11.369102,306,2.48572142648158,6.7369450390766,4,3
"Ardeola grayii","Ardeola_grayii","Indian Pond-heron","PELECANIFORMES","LC","Not a Migrant",6.7,3285371.94292824,"Diurnal","Omnivore","Marine Intertidal","Colonial",-0.122691748,0,26.37280011,52.5,11.353769,253,2.40312052117582,6.51658454394672,5,4
"Ardeola idae","Ardeola_idae","Madagascar Pond-heron","PELECANIFORMES","EN","Full Migrant",5,551795.351595684,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.055088286,0,36.30785946,70,11.287778,NA,NA,5.74177803759868,2,2
"Ardeola ralloides","Ardeola_ralloides","Squacco Heron","PELECANIFORMES","LC","Full Migrant",6.7,20353115.6994533,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.011184167,0,29.78483085,57,11.460644,287,2.45788189673399,7.30863090139929,40,9
"Ardeola rufiventris","Ardeola_rufiventris","Rufous-bellied Heron","PELECANIFORMES","LC","Not a Migrant",6.7,5545769.79376651,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.04584492,0,36.81500261,67,11.555949,NA,NA,6.74396183794795,9,3
"Ardeola speciosa","Ardeola_speciosa","Javan Pond-heron","PELECANIFORMES","LC","Not a Migrant",6.7,610723.027600125,"Diurnal","Carnivore","Forest","Colonial",-0.11982334,0,30.40457498,45,11.489904,NA,NA,5.7858442955831,1,1
"Ardeotis arabs","Ardeotis_arabs","Arabian Bustard","OTIDIFORMES","NT","Not a Migrant",15.6,2950110.3036989,"Diurnal","Omnivore","Shrubland","Not colonial",-0.077657384,0,29.78059381,38,11.261165,6175,3.7906369619317,6.46983825441619,8,6
"Ardeotis australis","Ardeotis_australis","Australian Bustard","OTIDIFORMES","LC","Not a Migrant",15.6,6717138.33893371,"Diurnal","Omnivore","Grassland","Not colonial",0.358334569,0,27.793470535,28.5,8.988413,4450,3.64836001098093,6.82718429265136,4,2
"Ardeotis kori","Ardeotis_kori","Kori Bustard","OTIDIFORMES","NT","Not a Migrant",15.6,3565953.1422063,"Diurnal","Omnivore","Grassland","Not colonial",-0.007049691,0,25.16041581,29,11.011414,8430,3.92582757462474,6.55217563210492,40,13
"Ardeotis nigriceps","Ardeotis_nigriceps","Great Indian Bustard","OTIDIFORMES","CR","Not a Migrant",15.6,464216.66960989,"Diurnal","Omnivore","Grassland","Not colonial",-0.549387089,0,25.778519095,31.5,8.988413,8187.5,3.91315131299984,5.66672073153051,6,4
"Arenaria interpres","Arenaria_interpres","Ruddy Turnstone","CHARADRIIFORMES","LC","Full Migrant",7.3,2620078.6439164,"Diurnal","Carnivore","Grassland","Not colonial",-0.000636369,0,36.853154395,60,17.773574,136,2.13353890837022,6.41831432723819,18,7
"Arenaria melanocephala","Arenaria_melanocephala","Black Turnstone","CHARADRIIFORMES","LC","Full Migrant",8.1,83414.4681766029,"Diurnal","Carnivore","Grassland","Colonial",0.046098498,0,31.63124891,19,17.773574,126.5,2.10209052551184,4.92124138522168,8,7
"Argusianus argus","Argusianus_argus","Great Argus","GALLIFORMES","NT","Not a Migrant",5.4,1354529.17030295,"Diurnal","Herbivore","Forest","Not colonial",-0.189422606,0,20.55018681,63,13.09217,1994,3.29972515397564,6.13178836216741,18,10
"Arremon abeillei","Arremon_abeillei","Black-capped Sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,52316.8455588605,"Diurnal","Omnivore","Forest","Not colonial",-0.198253316,135.5689077,30.55897367,38.5,3.21099,25.9,1.41329976408125,4.71864155034526,1,1
"Arremon aurantiirostris","Arremon_aurantiirostris","Orange-billed Sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,693943.098118642,"Diurnal","Omnivore","Forest","Not colonial",-0.045515823,0,30.93083536,76,4.27176,34.5,1.53781909507327,5.84132386067643,2,1
"Arremon brunneinucha","Arremon_brunneinucha","Chestnut-capped Brush-finch","PASSERIFORMES","LC","Not a Migrant",3.8,616806.511967863,"Diurnal","Omnivore","Forest","Not colonial",-0.046883085,0,26.3389901,54,2.890373,41.5,1.61804809671209,5.79014895015441,2,1
"Arremon castaneiceps","Arremon_castaneiceps","Olive Finch","PASSERIFORMES","NT","Not a Migrant",3.8,68797.8224037056,"Diurnal","Omnivore","Forest","Not colonial",-0.259648089,42.46746996,28.66049933,62,2.680203,36.9,1.56702636615906,4.83757469211602,0,0
"Arremon crassirostris","Arremon_crassirostris","Sooty-faced Finch","PASSERIFORMES","LC","Not a Migrant",3.8,9497.11490211783,"Diurnal","Omnivore","Forest","Not colonial",0.073514085,110.7398304,28.19049518,50,3.212161,38.75,1.58827170684233,3.97759169240565,0,0
"Arremon flavirostris","Arremon_flavirostris","Saffron-billed Sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,2104693.7179484,"Diurnal","Omnivore","Forest","Not colonial",-0.046154212,0,29.87889926,49.5,4.216677,26.5,1.42324587393681,6.32318890478786,1,1
"Arremon franciscanus","Arremon_franciscanus","Sao Francisco Sparrow","PASSERIFORMES","NT","Not a Migrant",3.8,53116.6908058839,"Diurnal","Omnivore","Shrubland","Not colonial",-0.254519398,293.1775101,35.63264525,60,3.158672,24.9,1.39619934709574,4.72523101045802,0,0
"Arremon schlegeli","Arremon_schlegeli","Golden-winged Sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,187799.199409496,"Diurnal","Omnivore","Forest","Not colonial",-0.534750408,0,31.76390953,54,2.710192,27.7,1.44247976906445,5.27369373653084,0,0
"Arremon semitorquatus","Arremon_semitorquatus","Half-collared Sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,144482.565168384,"Diurnal","Omnivore","Forest","Not colonial",-0.254519398,0,31.71256621,33,3.132797,NA,NA,5.15981544357702,0,0
"Arremon taciturnus","Arremon_taciturnus","Pectoral Sparrow","PASSERIFORMES","LC","Not a Migrant",3.8,6755482.7001965,"Diurnal","Omnivore","Forest","Not colonial",-0.039166855,0,31.63413614,43.5,3.20176,24.8,1.39445168082622,6.8296563861548,0,0
"Arremon torquatus","Arremon_torquatus","Stripe-headed Brush-finch","PASSERIFORMES","LC","Not a Migrant",3.8,112976.458589399,"Diurnal","Omnivore","Forest","Not colonial",-0.048330568,248.4482199,25.89370541,33,3.35085,NA,NA,5.0529879570246,0,0
"Arremon virenticeps","Arremon_virenticeps","Green-striped Brush-finch","PASSERIFORMES","LC","Not a Migrant",3.8,78956.108066661,"Diurnal","Omnivore","Forest","Not colonial",-0.702191279,30.89355263,24.43236922,54,3.180704,NA,NA,4.89738573278683,1,1
"Arremonops chloronotus","Arremonops_chloronotus","Green-backed Sparrow","PASSERIFORMES","LC","Not a Migrant",3.3,231995.90731316,"Diurnal","Omnivore","Forest","Not colonial",-0.154022191,0,26.39258578,44,5.18371,27.4,1.43775056282039,5.36548032348147,1,1
"Arremonops conirostris","Arremonops_conirostris","Black-striped Sparrow","PASSERIFORMES","LC","Not a Migrant",3.3,1131737.40455141,"Diurnal","Omnivore","Forest","Not colonial",-0.074107117,0,25.25719415,40.66666667,6.629377,36.3,1.55990662503611,6.05374566979927,0,0
"Arremonops rufivirgatus","Arremonops_rufivirgatus","Olive Sparrow","PASSERIFORMES","LC","Not a Migrant",3.3,483488.984744124,"Diurnal","Omnivore","Forest","Not colonial",-0.08046849,0,24.07720668,55,5.139798,22.45,1.35121634533934,5.68438658406672,3,3
"Arremonops tocuyensis","Arremonops_tocuyensis","Tocuyo Sparrow","PASSERIFORMES","LC","Not a Migrant",3.3,72803.6659262009,"Diurnal","Omnivore","Shrubland","Not colonial",-0.477092821,119.5517136,26.64990561,42,4.832378,NA,NA,4.86215324815144,0,0
"Arses insularis","Arses_insularis","Rufous-collared Monarch","PASSERIFORMES","LC","Not a Migrant",4.2,171995.595489159,"Diurnal","Carnivore","Forest","Not colonial",-0.48645618,364.8641942,28.672295085,43.5,6.094627,19.3,1.28555730900777,5.23551732551658,0,0
"Arses kaupi","Arses_kaupi","Pied Monarch","PASSERIFORMES","LC","Not a Migrant",4.2,27767.3389451707,"Diurnal","Carnivore","Forest","Not colonial",1.109268882,701.254325,35.74812302,27,6.149707,13.5,1.13033376849501,4.44353426157224,1,1
"Arses telescophthalmus","Arses_telescophthalmus","Frilled Monarch","PASSERIFORMES","LC","Not a Migrant",4.2,399300.636601505,"Diurnal","Carnivore","Forest","Not colonial",-0.486977346,0,34.88904642,23,6.154674,15.35,1.18610837981321,5.60130000258678,1,1
"Artamella viridis","Artamella_viridis","White-headed Vanga","PASSERIFORMES","LC","Not a Migrant",7.1,415334.030070683,"Diurnal","Carnivore","Forest","Not colonial",-0.579956805,1058.841989,30.879029345,24,12.720831,48.8,1.68841982200271,5.61839751614827,6,3
"Artamus cinereus","Artamus_cinereus","Black-faced Woodswallow","PASSERIFORMES","LC","Full Migrant",5,7423922.63910027,"Diurnal","Carnivore","Savanna","Colonial",0.269098833,0,25.97992918,20.66666667,7.793116,35.6,1.55144999797288,6.87063343767377,0,0
"Artamus cyanopterus","Artamus_cyanopterus","Dusky Woodswallow","PASSERIFORMES","LC","Full Migrant",5,3898300.43354778,"Diurnal","Carnivore","Forest","Not colonial",1.109268882,0,20.94955238,26,7.406073,34.6,1.53907609879278,6.59087530620389,1,1
"Artamus fuscus","Artamus_fuscus","Ashy Woodswallow","PASSERIFORMES","LC","Full Migrant",5,4700798.43259657,"Diurnal","Carnivore","Forest","Not colonial",-0.065966858,0,24.88156068,28,6.731157,39.8,1.59988307207369,6.67217162930188,1,1
"Artamus insignis","Artamus_insignis","Bismarck Woodswallow","PASSERIFORMES","LC","Not a Migrant",5,42353.3281412082,"Diurnal","Carnivore","Artificial/Terrestrial","Not colonial",-0.919770684,404.5970567,37.91177614,20,6.656873,51.3,1.71011736511182,4.62688754303911,0,0
"Artamus leucorynchus","Artamus_leucorynchus","White-breasted Woodswallow","PASSERIFORMES","LC","Full Migrant",5,7628732.43008715,"Diurnal","Carnivore","Wetlands (inland)","Colonial",0.03618826,0,30.97151176,20,7.166861,41.7,1.62013605497376,6.88245238273198,3,2
"Artamus maximus","Artamus_maximus","Great Woodswallow","PASSERIFORMES","LC","Not a Migrant",5,248677.630337182,"Diurnal","Carnivore","Forest","Not colonial",-0.485367328,28.13174184,34.57763743,19,6.574899,58.2,1.76492298464989,5.39563672029983,1,1
"Artamus mentalis","Artamus_mentalis","Fiji Woodswallow","PASSERIFORMES","LC","Not a Migrant",5,17150.2922531445,"Diurnal","Carnivore","Forest","Not colonial",0.543275817,2007.148158,36.50576359,17,6.659769,41.9,1.6222140229663,4.23427152512786,0,0
"Artamus minor","Artamus_minor","Little Woodswallow","PASSERIFORMES","LC","Full Migrant",5,6509314.25531398,"Diurnal","Carnivore","Savanna","Not colonial",1.109268882,0,20.18593322,22,7.501904,16,1.20411998265592,6.8135352388263,2,1
"Artamus monachus","Artamus_monachus","Ivory-backed Woodswallow","PASSERIFORMES","LC","Not a Migrant",5,178614.415997506,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,0,31.43955818,19,6.645257,NA,NA,5.25191650794282,1,1
"Artamus personatus","Artamus_personatus","Masked Woodswallow","PASSERIFORMES","LC","Full Migrant",5,7571120.26854983,"Diurnal","Carnivore","Savanna","Not colonial",0.369757084,0,29.11992583,20,5.942762,34.6,1.53907609879278,6.87916014508171,0,0
"Artamus superciliosus","Artamus_superciliosus","White-browed Woodswallow","PASSERIFORMES","LC","Full Migrant",5,7161778.5127595,"Diurnal","Carnivore","Savanna","Not colonial",0.554677812,0,24.77617744,31,5.937179,35.5,1.55022835305509,6.8550208857664,0,0
"Artisornis metopias","Artisornis_metopias","African Tailorbird","PASSERIFORMES","LC","Not a Migrant",3.6,65099.8634094134,"Diurnal","Carnivore","Forest","Not colonial",-0.102629818,116.9077822,27.82715383,40,5.895304,8.399999619,0.924279266363524,4.81358007734545,0,0
"Artisornis moreaui","Artisornis_moreaui","Long-billed Tailorbird","PASSERIFORMES","CR","Not a Migrant",3.6,973.43946367997,"Diurnal","Carnivore","Forest","Not colonial",-0.326826636,123.7411141,23.52039862,22.5,5.895304,9.100000381,0.959041410504192,2.98830894876082,1,1
"Arundinicola leucocephala","Arundinicola_leucocephala","White-headed Marsh-tyrant","PASSERIFORMES","LC","Not a Migrant",3.6,9087749.49107483,"Diurnal","Carnivore","Savanna","Not colonial",-0.035196511,0,36.24407264,33,9.727854,13.8,1.13987908640124,6.95845634696033,3,2
"Ashbyia lovensis","Ashbyia_lovensis","Gibberbird","PASSERIFORMES","LC","Nomadic",5.8,205281.583670865,"Diurnal","Carnivore","Grassland","Not colonial",0.554634441,435.9873093,38.13815097,54,12.232991,17.5,1.24303804868629,5.31234998946375,1,1
"Asio abyssinicus","Asio_abyssinicus","Abyssinian Owl","STRIGIFORMES","LC","Not a Migrant",7.2,153990.006456542,"Nocturnal","Carnivore","Shrubland","Not colonial",-0.281890418,0,21.80393507,38,7.88531,NA,NA,5.18749253718966,1,1
